ANIO;REG_NAT;DEMAR_HIDRO;DIR_ZON;DPA_PROVIN;DPA_DESPRO;DPA_CANTON;DPA_DESCAN;CAPH;NAM;ANIO_CREACION;ROR;EDEL;AREA_HA
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;2100,274372
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;1568,287435
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;3401,706483
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;236,7406682
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;9465,154477
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;351,4182888
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;3162,546841
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;1066,208317
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1111;SARAGURO;APH031;SUR DEL ECUADOR;2023;;CONCLUIDO;7824,179362
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1114;PINDAL;APH032;POLO POLO;2023;;CONCLUIDO;392,5423342
2023;REGIÓN SIERRA O INTERANDINA;DEMARCACIÓN HIDROGRÁFICA PUYANGO-CATAMAYO;DIRECCIÓN ZONAL LOJA;11;LOJA;1114;PINDAL;APH032;POLO POLO;2023;;CONCLUIDO;0,161287404
